manuscript_id,a_dominant_bifolia_per_gathering,a_quaternion_share,a_quinion_share,a_senion_share,a_gathering_size_sd,a_singleton_rate,a_quire_signatures,a_catchwords,a_collation_confidence,b_pricking,b_ruling,b_ruling_medium,b_columns,b_page_width_mm,b_page_height_mm,b_page_aspect,b_textblock_width_mm,b_textblock_height_mm,b_textblock_aspect,b_margin_inner_ratio,b_margin_outer_ratio,b_margin_top_ratio,b_margin_bottom_ratio,b_trimmed,b_parchment_flaw_strategy,b_hair_flesh_pattern,b_hair_flesh_regular,c_image_text_sequence,c_text_wraps_image,c_reserved_image_blanks,c_image_text_collisions,c_underdrawing_relation,c_sequence_confidence,d_line_spacing_norm,d_baseline_drift_norm,d_left_margin_sd_norm,d_right_margin_sd_norm,d_line_final_compression_rate,d_paragraph_indent_median_norm,d_correction_density,d_nib_width_norm,d_measurement_method,e_secure_hand_count,e_hand_allocation,e_bifolium_allocation,e_hand_source_id,e_hand_confidence
beinecke_ms_408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
